,Transported,HomePlanet,CryoSleep,Age,VIP
1802,False,3.0,False,46.0,False
1803,False,1.0,True,23.0,False
1804,True,0.0,False,63.0,False
1805,True,0.0,True,24.0,False
1806,False,1.0,True,50.0,False
1807,False,,True,20.0,False
1808,False,3.0,False,55.0,False
1809,True,1.0,False,21.0,False
1810,True,0.0,True,56.0,False
1811,True,1.0,False,45.0,False
1812,False,1.0,True,18.0,False
1813,False,1.0,False,47.0,False
1814,True,1.0,False,36.0,False
1815,False,3.0,False,57.0,True
1816,False,3.0,False,13.0,False
1817,False,3.0,False,27.0,False
1818,False,1.0,False,20.0,False
1819,False,1.0,False,47.0,False
1820,False,1.0,False,15.0,False
1821,False,1.0,False,34.0,False
1822,False,1.0,False,21.0,False
1823,False,1.0,False,51.0,False
1824,False,1.0,False,23.0,False
1825,False,1.0,False,58.0,False
1826,False,3.0,False,37.0,False
1827,True,3.0,False,44.0,True
1828,False,1.0,True,25.0,False
1829,True,0.0,True,15.0,False
1830,False,0.0,False,40.0,False
1831,True,0.0,False,29.0,False
1832,True,1.0,True,36.0,False
1833,True,1.0,False,21.0,False
1834,True,1.0,False,35.0,False
1835,False,1.0,False,24.0,False
1836,False,1.0,False,2.0,False
1837,True,1.0,True,0.0,False
1838,False,1.0,False,43.0,False
1839,False,0.0,False,63.0,False
1840,True,1.0,True,30.0,True
1841,True,1.0,True,38.0,False
1842,True,0.0,False,27.0,False
1843,False,1.0,False,54.0,False
1844,True,0.0,True,39.0,False
1845,False,3.0,False,41.0,False
1846,False,1.0,False,22.0,False
1847,True,0.0,False,23.0,False
1848,True,0.0,False,34.0,False
1849,True,0.0,True,26.0,True
1850,False,0.0,False,39.0,False
1851,True,0.0,True,15.0,False
1852,True,0.0,True,64.0,False
1853,True,0.0,True,25.0,False
1854,True,3.0,True,35.0,False
1855,True,,True,19.0,False
1856,False,1.0,False,26.0,False
1857,True,1.0,True,3.0,False
1858,False,1.0,False,29.0,False
1859,True,1.0,True,44.0,False
1860,False,1.0,False,27.0,False
1861,False,1.0,False,17.0,False
1862,True,0.0,False,37.0,False
1863,True,3.0,True,19.0,False
1864,False,1.0,True,44.0,False
1865,False,1.0,False,22.0,True
1866,True,1.0,False,22.0,False
1867,True,3.0,True,21.0,False
1868,False,1.0,False,31.0,False
1869,True,1.0,False,17.0,False
1870,False,1.0,False,30.0,False
1871,False,1.0,False,15.0,False
1872,True,1.0,True,42.0,False
1873,False,1.0,False,55.0,False
1874,True,0.0,False,28.0,False
1875,False,1.0,False,33.0,False
1876,False,1.0,False,19.0,True
1877,False,1.0,False,24.0,False
1878,False,1.0,False,4.0,False
1879,False,1.0,True,2.0,False
1880,True,0.0,False,30.0,False
1881,False,0.0,False,31.0,False
1882,True,0.0,True,17.0,False
1883,True,0.0,True,40.0,False
1884,True,1.0,True,33.0,False
1885,False,1.0,True,46.0,False
1886,False,0.0,False,30.0,True
1887,False,1.0,False,17.0,False
1888,True,1.0,False,19.0,False
1889,True,0.0,False,22.0,False
1890,False,0.0,True,20.0,False
1891,False,1.0,False,36.0,False
1892,True,,False,0.0,False
1893,True,1.0,False,17.0,False
1894,True,1.0,True,27.0,False
1895,True,1.0,True,15.0,False
1896,False,1.0,False,20.0,False
1897,True,1.0,False,19.0,False
1898,False,1.0,False,24.0,False
1899,False,1.0,False,43.0,False
1900,True,3.0,True,26.0,False
1901,False,1.0,False,42.0,False
1902,False,1.0,False,21.0,False
1903,True,0.0,True,50.0,False
1904,True,0.0,True,25.0,False
1905,True,1.0,True,64.0,False
1906,False,1.0,False,50.0,False
1907,True,3.0,True,24.0,False
1908,True,1.0,False,27.0,True
1909,True,1.0,True,42.0,False
1910,False,1.0,True,30.0,False
1911,True,1.0,False,20.0,False
1912,True,3.0,False,31.0,False
1913,False,0.0,False,26.0,False
1914,False,0.0,False,39.0,False
1915,False,1.0,False,27.0,False
1916,True,,False,32.0,False
1917,True,1.0,True,25.0,False
1918,True,1.0,False,6.0,False
1919,True,1.0,True,3.0,False
1920,False,1.0,True,11.0,False
1921,False,1.0,True,52.0,False
1922,False,1.0,False,14.0,False
1923,False,1.0,False,68.0,False
1924,True,1.0,True,18.0,False
1925,True,1.0,False,55.0,False
1926,False,,False,22.0,False
1927,True,0.0,False,34.0,False
1928,False,3.0,True,17.0,False
1929,False,1.0,True,38.0,False
1930,False,1.0,False,13.0,False
1931,True,1.0,True,19.0,False
1932,True,0.0,True,30.0,False
1933,False,0.0,False,27.0,True
1934,True,1.0,False,17.0,False
1935,False,0.0,False,45.0,False
1936,True,0.0,False,28.0,False
1937,False,1.0,False,23.0,False
1938,False,0.0,False,24.0,False
1939,True,0.0,False,23.0,False
1940,False,1.0,False,29.0,False
1941,False,1.0,False,46.0,False
1942,True,1.0,False,17.0,False
1943,False,1.0,False,20.0,False
1944,False,1.0,False,24.0,False
1945,False,0.0,False,40.0,False
1946,True,0.0,True,27.0,False
1947,False,0.0,False,38.0,False
1948,True,0.0,False,65.0,False
1949,True,0.0,False,19.0,False
1950,True,1.0,False,54.0,False
1951,False,1.0,False,38.0,False
1952,True,1.0,False,40.0,False
1953,False,1.0,False,21.0,False
1954,True,1.0,False,22.0,False
1955,False,1.0,False,33.0,False
1956,True,3.0,False,18.0,False
1957,False,3.0,False,43.0,False
1958,False,3.0,False,13.0,True
1959,False,3.0,False,26.0,False
1960,False,3.0,False,22.0,False
1961,True,3.0,True,21.0,False
1962,False,1.0,False,25.0,False
1963,False,3.0,False,29.0,False
1964,False,3.0,False,49.0,False
1965,True,0.0,True,29.0,False
1966,True,3.0,False,45.0,False
1967,True,1.0,False,45.0,False
1968,False,0.0,False,30.0,False
1969,False,1.0,False,29.0,False
1970,False,1.0,False,26.0,False
1971,False,1.0,True,16.0,False
1972,False,1.0,False,20.0,False
1973,False,1.0,False,33.0,False
1974,False,1.0,True,18.0,False
1975,False,3.0,False,24.0,False
1976,False,3.0,False,29.0,False
1977,True,0.0,True,40.0,False
1978,True,0.0,True,27.0,False
1979,False,1.0,True,35.0,False
1980,False,0.0,False,31.0,False
1981,False,1.0,True,26.0,False
1982,True,3.0,False,49.0,False
1983,False,1.0,True,23.0,False
1984,False,1.0,True,23.0,False
1985,True,1.0,True,14.0,False
1986,False,1.0,False,21.0,False
1987,False,1.0,False,18.0,False
1988,False,1.0,False,27.0,False
1989,True,1.0,False,19.0,False
1990,False,1.0,False,22.0,False
1991,False,1.0,False,17.0,False
1992,False,1.0,False,13.0,False
1993,False,1.0,False,26.0,False
1994,False,3.0,False,27.0,False
1995,True,3.0,True,16.0,False
1996,False,3.0,False,20.0,False
1997,False,1.0,False,20.0,False
1998,False,1.0,True,23.0,False
1999,False,1.0,False,61.0,False
2000,True,3.0,True,27.0,False
2001,True,3.0,False,3.0,False
2002,True,3.0,False,4.0,False
2003,True,1.0,True,13.0,True
2004,True,3.0,True,19.0,False
2005,True,1.0,False,18.0,False
2006,True,1.0,False,66.0,False
2007,True,3.0,True,39.0,True
2008,False,1.0,False,21.0,False
2009,False,1.0,True,7.0,False
2010,False,1.0,True,56.0,False
2011,False,1.0,False,15.0,False
2012,True,3.0,False,27.0,False
2013,False,1.0,False,13.0,False
2014,True,0.0,True,18.0,False
2015,False,1.0,True,38.0,False
2016,False,1.0,False,45.0,False
2017,False,1.0,True,21.0,False
2018,False,1.0,False,19.0,False
2019,False,1.0,False,49.0,False
2020,True,1.0,False,21.0,False
2021,True,1.0,False,18.0,False
2022,True,3.0,True,43.0,False
2023,True,3.0,True,27.0,False
2024,True,3.0,False,0.0,False
2025,False,1.0,False,27.0,False
2026,True,0.0,True,21.0,True
2027,False,1.0,False,20.0,False
2028,True,3.0,True,35.0,False
2029,False,3.0,False,20.0,False
2030,False,1.0,False,24.0,False
2031,False,1.0,False,41.0,False
2032,True,1.0,False,23.0,False
2033,True,1.0,True,27.0,False
2034,True,1.0,True,58.0,False
2035,True,3.0,True,53.0,False
2036,False,0.0,False,30.0,False
2037,False,1.0,False,24.0,False
2038,False,0.0,False,31.0,False
2039,False,3.0,False,46.0,False
2040,False,3.0,False,20.0,False
2041,False,1.0,True,20.0,False
2042,False,1.0,False,30.0,False
2043,False,1.0,False,24.0,False
2044,False,1.0,True,34.0,False
2045,False,1.0,False,20.0,False
2046,True,3.0,True,48.0,False
2047,False,1.0,False,25.0,False
2048,False,1.0,True,43.0,False
2049,True,1.0,False,27.0,False
2050,False,0.0,False,47.0,False
2051,True,0.0,False,26.0,False
2052,True,0.0,True,37.0,False
2053,False,0.0,False,42.0,False
2054,True,1.0,False,61.0,False
2055,False,3.0,False,29.0,False
2056,True,0.0,False,32.0,False
2057,False,3.0,False,51.0,False
2058,False,3.0,False,43.0,False
2059,True,0.0,True,25.0,False
2060,False,1.0,False,31.0,False
2061,False,1.0,False,13.0,False
2062,False,1.0,False,20.0,False
2063,False,1.0,False,29.0,False
2064,False,1.0,True,16.0,False
2065,True,1.0,False,15.0,False
2066,False,1.0,False,50.0,False
2067,True,0.0,False,41.0,True
2068,True,0.0,False,43.0,False
2069,True,0.0,True,32.0,False
2070,False,0.0,False,36.0,False
2071,True,1.0,True,18.0,False
2072,True,1.0,False,47.0,False
2073,True,1.0,True,29.0,False
2074,False,1.0,False,27.0,False
2075,True,1.0,False,14.0,False
2076,False,1.0,True,25.0,False
2077,False,3.0,False,63.0,False
2078,False,1.0,False,22.0,False
2079,False,3.0,False,32.0,False
2080,False,1.0,False,31.0,False
2081,False,1.0,False,24.0,False
2082,False,1.0,False,39.0,False
2083,True,3.0,True,20.0,False
2084,True,3.0,True,20.0,False
2085,False,3.0,False,19.0,False
2086,False,3.0,False,20.0,False
2087,False,3.0,False,31.0,False
2088,True,3.0,True,17.0,False
2089,False,3.0,True,24.0,False
2090,False,1.0,False,27.0,False
2091,True,0.0,False,28.0,False
2092,True,0.0,True,41.0,False
2093,True,0.0,True,25.0,False
2094,True,1.0,False,26.0,False
2095,False,1.0,False,27.0,False
2096,True,1.0,False,22.0,False
2097,False,0.0,False,62.0,False
2098,False,0.0,False,58.0,False
2099,False,1.0,False,37.0,False
2100,False,1.0,False,54.0,False
2101,False,1.0,False,26.0,False
2102,True,0.0,True,44.0,False
2103,True,0.0,True,34.0,False
2104,True,1.0,True,47.0,False
2105,True,0.0,False,27.0,True
2106,True,0.0,True,22.0,False
2107,True,1.0,True,46.0,False
2108,True,1.0,False,29.0,False
2109,False,1.0,False,43.0,False
2110,False,1.0,False,42.0,False
2111,True,1.0,False,39.0,False
2112,False,3.0,False,30.0,False
2113,True,3.0,False,43.0,False
2114,False,1.0,True,19.0,False
2115,True,3.0,True,26.0,False
2116,True,3.0,False,46.0,False
2117,True,1.0,False,3.0,False
2118,True,1.0,True,21.0,False
2119,True,1.0,False,1.0,False
2120,False,1.0,False,22.0,False
2121,True,0.0,True,27.0,False
2122,True,0.0,True,28.0,False
2123,False,3.0,False,36.0,False
2124,False,1.0,False,19.0,False
2125,True,0.0,True,18.0,False
2126,False,0.0,False,47.0,False
2127,False,0.0,False,18.0,False
2128,True,1.0,False,6.0,False
2129,False,1.0,True,20.0,False
2130,False,3.0,False,18.0,False
2131,False,1.0,False,37.0,False
2132,False,1.0,False,22.0,False
2133,True,3.0,False,37.0,False
2134,False,1.0,True,6.0,False
2135,False,1.0,False,36.0,False
2136,False,1.0,False,46.0,False
2137,False,1.0,False,75.0,False
2138,False,1.0,False,37.0,False
2139,True,1.0,True,22.0,False
2140,False,1.0,False,33.0,False
2141,False,3.0,False,35.0,False
2142,False,0.0,False,19.0,False
2143,False,0.0,False,34.0,False
2144,True,1.0,False,23.0,False
2145,False,1.0,False,37.0,False
2146,False,1.0,False,24.0,False
2147,False,0.0,False,54.0,True
2148,True,3.0,False,52.0,False
2149,False,1.0,True,60.0,False
2150,True,0.0,False,1.0,False
2151,True,0.0,False,27.0,False
2152,False,0.0,False,22.0,False
2153,True,0.0,False,27.0,False
2154,True,0.0,True,48.0,False
2155,False,0.0,False,47.0,False
2156,True,0.0,True,25.0,False
2157,False,0.0,False,49.0,False
2158,False,0.0,False,33.0,False
2159,True,0.0,False,67.0,False
2160,False,1.0,True,5.0,False
2161,True,0.0,True,60.0,False
2162,True,0.0,True,56.0,False
2163,False,0.0,False,59.0,False
2164,True,0.0,True,44.0,False
2165,False,1.0,False,33.0,False
2166,False,,True,28.0,False
2167,False,3.0,False,29.0,False
2168,False,1.0,True,13.0,False
2169,True,0.0,True,34.0,False
2170,True,1.0,True,45.0,False
2171,False,1.0,False,39.0,False
2172,False,1.0,False,18.0,False
2173,False,,True,57.0,False
2174,False,1.0,False,27.0,False
2175,True,1.0,True,25.0,False
2176,False,1.0,True,22.0,False
2177,True,0.0,False,32.0,False
2178,True,3.0,True,29.0,False
2179,False,1.0,False,21.0,False
2180,False,3.0,False,16.0,False
2181,True,0.0,True,45.0,False
2182,False,0.0,False,44.0,True
2183,True,1.0,True,27.0,False
2184,False,1.0,False,26.0,False
2185,False,3.0,False,46.0,False
2186,False,1.0,False,24.0,False
2187,True,1.0,False,15.0,False
2188,False,1.0,True,53.0,False
2189,False,1.0,True,28.0,False
2190,True,1.0,True,11.0,False
2191,False,1.0,True,7.0,False
2192,True,1.0,True,0.0,False
2193,True,1.0,True,15.0,False
2194,False,1.0,False,31.0,False
2195,False,1.0,False,9.0,False
2196,False,0.0,False,44.0,True
2197,False,1.0,False,35.0,False
2198,True,1.0,False,30.0,False
2199,False,1.0,False,13.0,False
2200,False,3.0,False,45.0,True
2201,True,3.0,True,4.0,False
2202,True,3.0,True,21.0,False
2203,False,1.0,False,20.0,False
2204,True,1.0,True,24.0,False
2205,False,1.0,True,3.0,False
2206,True,1.0,False,29.0,False
2207,True,0.0,False,28.0,False
2208,True,1.0,False,44.0,False
2209,True,0.0,True,50.0,False
2210,False,3.0,True,35.0,False
2211,False,1.0,False,19.0,False
2212,False,3.0,False,22.0,False
2213,False,1.0,False,30.0,False
2214,False,0.0,False,36.0,False
2215,True,3.0,False,20.0,False
2216,True,1.0,False,22.0,False
2217,False,1.0,False,22.0,False
2218,True,0.0,True,32.0,False
2219,False,1.0,False,35.0,False
2220,False,1.0,False,41.0,False
2221,False,1.0,True,57.0,False
2222,False,1.0,True,3.0,False
2223,True,1.0,False,11.0,False
2224,True,1.0,False,4.0,False
2225,False,1.0,True,17.0,False
2226,False,1.0,True,30.0,False
2227,True,,True,11.0,False
2228,False,3.0,False,23.0,False
2229,True,1.0,False,58.0,False
2230,False,1.0,False,22.0,False
2231,False,1.0,True,24.0,False
2232,False,1.0,False,20.0,False
2233,True,,True,37.0,False
2234,False,1.0,False,49.0,False
2235,False,1.0,False,46.0,False
2236,False,1.0,False,30.0,False
2237,False,1.0,False,36.0,False
2238,False,1.0,False,21.0,False
2239,False,3.0,False,25.0,True
2240,True,1.0,True,42.0,False
2241,False,1.0,True,13.0,False
2242,False,1.0,False,25.0,False
2243,False,0.0,False,29.0,False
2244,True,0.0,True,17.0,False
2245,True,0.0,False,36.0,False
2246,True,,True,44.0,False
2247,True,3.0,True,18.0,False
2248,False,1.0,False,22.0,False
2249,True,1.0,True,22.0,False
2250,True,1.0,True,43.0,False
2251,True,1.0,False,29.0,False
2252,True,1.0,True,24.0,False
2253,True,1.0,True,18.0,False
2254,False,0.0,False,42.0,False
2255,False,1.0,False,43.0,False
2256,False,1.0,False,32.0,False
2257,True,1.0,True,15.0,False
2258,True,3.0,False,22.0,True
2259,False,1.0,True,20.0,False
2260,True,1.0,False,34.0,False
2261,True,3.0,True,70.0,False
2262,True,3.0,True,18.0,False
2263,True,0.0,True,26.0,False
2264,False,1.0,False,17.0,False
2265,False,1.0,False,13.0,False
2266,False,1.0,False,19.0,False
2267,True,0.0,True,32.0,False
2268,False,1.0,False,33.0,False
2269,False,1.0,False,21.0,False
2270,True,3.0,True,23.0,False
2271,True,1.0,False,24.0,False
2272,False,1.0,False,17.0,False
2273,True,3.0,True,34.0,True
2274,False,,False,31.0,False
2275,False,1.0,False,43.0,False
2276,False,1.0,False,43.0,False
2277,True,1.0,False,33.0,False
2278,True,3.0,True,28.0,False
2279,False,3.0,True,27.0,False
2280,True,3.0,True,7.0,False
2281,False,,True,16.0,False
2282,False,1.0,False,42.0,False
2283,True,3.0,True,27.0,False
2284,False,1.0,False,19.0,False
2285,False,3.0,False,42.0,False
2286,False,1.0,True,13.0,False
2287,True,1.0,True,16.0,False
2288,True,1.0,False,21.0,False
2289,True,1.0,True,28.0,False
2290,False,,True,69.0,False
2291,False,1.0,True,15.0,True
2292,False,1.0,False,48.0,False
2293,False,1.0,False,42.0,False
2294,False,3.0,False,42.0,False
2295,False,1.0,False,23.0,False
2296,False,1.0,False,26.0,False
2297,False,1.0,False,45.0,False
2298,False,1.0,False,30.0,False
2299,True,3.0,True,36.0,False
2300,False,0.0,False,27.0,False
2301,False,1.0,False,35.0,True
2302,True,0.0,True,21.0,False
2303,True,0.0,True,50.0,False
2304,False,1.0,True,52.0,False
2305,False,1.0,True,21.0,False
2306,False,1.0,False,41.0,False
2307,False,1.0,False,35.0,False
2308,False,1.0,False,26.0,False
2309,False,1.0,False,17.0,False
2310,False,3.0,False,69.0,False
2311,True,0.0,True,27.0,False
2312,False,1.0,False,25.0,False
2313,True,3.0,True,27.0,False
2314,False,1.0,False,25.0,False
2315,False,1.0,False,36.0,False
2316,False,1.0,False,14.0,False
2317,True,0.0,True,27.0,False
2318,False,1.0,False,22.0,False
2319,False,1.0,False,24.0,False
2320,False,3.0,False,27.0,False
2321,True,3.0,False,4.0,False
2322,False,,False,19.0,False
2323,False,1.0,False,19.0,False
2324,False,,False,38.0,False
2325,True,0.0,True,39.0,False
2326,False,0.0,False,23.0,False
2327,True,0.0,True,57.0,False
2328,True,0.0,True,18.0,False
2329,False,1.0,False,43.0,False
2330,True,3.0,False,28.0,False
2331,False,0.0,False,33.0,False
2332,True,0.0,True,37.0,False
2333,False,1.0,False,28.0,False
2334,False,0.0,False,28.0,True
2335,True,0.0,True,18.0,False
2336,False,1.0,False,29.0,False
2337,True,0.0,True,29.0,False
2338,True,0.0,True,28.0,False
2339,True,1.0,False,24.0,False
2340,False,0.0,False,59.0,False
2341,False,3.0,True,43.0,True
2342,True,3.0,True,20.0,True
2343,True,0.0,True,23.0,False
2344,True,0.0,True,27.0,False
2345,True,0.0,True,38.0,False
2346,True,1.0,True,38.0,True
2347,True,3.0,False,48.0,False
2348,False,3.0,False,25.0,False
2349,True,1.0,True,25.0,False
2350,False,3.0,False,24.0,False
2351,True,3.0,True,69.0,False
2352,False,0.0,False,20.0,False
2353,True,0.0,True,18.0,False
2354,False,1.0,True,28.0,False
2355,True,1.0,False,23.0,False
2356,False,3.0,False,24.0,False
2357,False,0.0,False,44.0,False
2358,False,3.0,False,29.0,False
2359,True,0.0,False,6.0,False
2360,False,0.0,False,42.0,False
2361,False,1.0,True,78.0,False
2362,False,1.0,False,36.0,False
2363,False,0.0,False,37.0,False
2364,True,0.0,False,41.0,False
2365,False,1.0,False,18.0,False
2366,False,3.0,False,62.0,False
2367,True,3.0,False,0.0,False
2368,False,3.0,False,55.0,False
2369,True,1.0,True,16.0,False
2370,False,1.0,False,32.0,False
2371,True,1.0,False,19.0,False
2372,True,1.0,False,7.0,False
2373,True,1.0,False,4.0,False
2374,True,0.0,True,30.0,False
2375,True,0.0,True,24.0,False
2376,True,0.0,True,34.0,False
2377,True,0.0,True,30.0,False
2378,True,3.0,False,3.0,False
2379,True,3.0,True,32.0,False
2380,True,3.0,False,55.0,False
2381,True,3.0,True,0.0,False
2382,False,0.0,False,51.0,False
2383,True,1.0,True,0.0,False
2384,False,1.0,False,21.0,False
2385,False,1.0,False,2.0,False
2386,False,1.0,False,19.0,False
2387,True,3.0,True,24.0,False
2388,False,3.0,False,20.0,False
2389,True,0.0,False,42.0,False
2390,True,3.0,True,17.0,False
2391,False,3.0,False,32.0,False
2392,True,1.0,False,28.0,False
2393,True,0.0,True,21.0,False
2394,True,0.0,True,56.0,True
2395,True,0.0,True,28.0,False
2396,False,1.0,False,42.0,False
2397,False,1.0,False,18.0,False
2398,False,1.0,False,24.0,False
2399,False,1.0,False,20.0,False
2400,False,1.0,False,22.0,False
2401,False,1.0,False,22.0,False
2402,False,1.0,True,21.0,False
2403,True,1.0,False,28.0,False
2404,True,0.0,True,26.0,False
2405,True,0.0,True,50.0,False
2406,False,0.0,False,26.0,False
2407,False,0.0,False,30.0,True
2408,True,0.0,True,29.0,False
2409,False,1.0,False,8.0,False
2410,False,1.0,False,45.0,False
2411,True,1.0,True,35.0,False
2412,False,1.0,False,18.0,False
2413,False,1.0,False,23.0,False
2414,False,3.0,False,29.0,True
2415,False,3.0,False,18.0,False
2416,False,1.0,False,28.0,False
2417,True,0.0,True,34.0,False
2418,True,3.0,False,0.0,False
2419,True,3.0,True,4.0,False
2420,False,3.0,False,28.0,False
2421,True,3.0,False,8.0,False
2422,False,3.0,False,20.0,False
2423,True,3.0,True,20.0,False
2424,True,3.0,True,25.0,False
2425,False,,False,31.0,False
2426,False,3.0,False,37.0,False
2427,False,1.0,True,21.0,False
2428,True,3.0,True,24.0,False
2429,False,3.0,True,34.0,False
2430,True,3.0,False,0.0,False
2431,False,3.0,True,25.0,False
2432,True,3.0,True,43.0,False
2433,False,1.0,False,27.0,False
2434,False,1.0,False,45.0,False
2435,True,0.0,True,63.0,False
2436,True,0.0,True,17.0,False
2437,True,0.0,False,35.0,False
2438,True,0.0,False,12.0,False
2439,True,1.0,True,27.0,False
2440,False,1.0,True,17.0,False
2441,False,1.0,False,32.0,False
2442,True,,True,23.0,False
2443,False,1.0,False,17.0,False
2444,False,1.0,False,34.0,False
2445,False,1.0,False,15.0,False
2446,True,1.0,True,14.0,False
2447,False,1.0,False,22.0,False
2448,False,1.0,False,19.0,False
2449,False,1.0,False,40.0,True
2450,True,0.0,True,25.0,False
2451,False,0.0,False,51.0,False
2452,False,1.0,False,22.0,False
2453,True,3.0,True,50.0,False
2454,False,1.0,False,26.0,False
2455,True,3.0,True,39.0,False
2456,True,3.0,False,18.0,False
2457,False,1.0,False,22.0,False
2458,False,1.0,False,26.0,False
2459,False,1.0,False,19.0,False
2460,False,1.0,True,16.0,False
2461,False,,False,24.0,False
2462,False,1.0,False,34.0,False
2463,True,0.0,False,55.0,False
2464,False,0.0,False,42.0,False
2465,True,0.0,True,14.0,False
2466,True,0.0,False,28.0,False
2467,True,0.0,True,26.0,False
2468,False,0.0,False,33.0,False
2469,False,1.0,False,24.0,False
2470,False,1.0,False,23.0,False
2471,False,3.0,False,16.0,False
2472,False,1.0,True,36.0,False
2473,True,0.0,True,44.0,False
2474,True,1.0,False,22.0,False
2475,False,1.0,True,30.0,False
2476,False,1.0,False,20.0,False
2477,False,1.0,False,21.0,True
2478,True,3.0,False,14.0,False
2479,False,1.0,False,27.0,False
2480,False,1.0,False,19.0,False
2481,True,1.0,True,21.0,False
2482,False,3.0,False,27.0,False
2483,True,1.0,False,13.0,False
2484,True,3.0,True,71.0,False
2485,False,3.0,True,28.0,False
2486,False,3.0,False,18.0,False
2487,False,1.0,False,23.0,False
2488,False,1.0,False,34.0,False
2489,False,1.0,False,20.0,False
2490,False,1.0,False,17.0,False
2491,False,1.0,False,21.0,False
2492,True,0.0,False,33.0,False
2493,True,0.0,False,34.0,False
2494,False,0.0,False,51.0,False
2495,True,1.0,False,21.0,False
2496,False,1.0,True,27.0,False
2497,False,1.0,False,31.0,False
2498,True,0.0,False,36.0,False
2499,False,0.0,False,39.0,False
2500,False,1.0,False,26.0,False
2501,True,1.0,False,51.0,False
2502,False,,False,24.0,False
2503,True,1.0,False,27.0,False
2504,False,1.0,False,31.0,False
2505,False,1.0,False,24.0,False
2506,False,0.0,False,57.0,False
2507,False,0.0,False,36.0,True
2508,False,0.0,False,55.0,False
2509,False,0.0,True,27.0,False
2510,False,3.0,False,18.0,False
2511,False,3.0,False,27.0,True
2512,False,0.0,False,50.0,False
2513,False,1.0,False,24.0,False
2514,True,1.0,True,20.0,False
2515,True,1.0,True,24.0,False
2516,False,1.0,False,18.0,False
2517,False,1.0,False,44.0,False
2518,True,0.0,True,27.0,False
2519,True,0.0,False,58.0,False
2520,True,0.0,True,29.0,False
2521,True,1.0,False,23.0,False
2522,True,3.0,True,3.0,False
2523,True,3.0,False,0.0,False
2524,False,3.0,False,33.0,False
2525,True,3.0,False,12.0,True
2526,True,0.0,True,44.0,False
2527,True,1.0,True,20.0,False
2528,False,1.0,False,59.0,True
2529,False,1.0,False,18.0,False
2530,True,0.0,True,72.0,False
2531,False,1.0,False,23.0,False
2532,False,1.0,False,11.0,False
2533,True,1.0,True,1.0,False
2534,False,1.0,False,25.0,False
2535,True,3.0,True,25.0,False
2536,True,0.0,True,24.0,False
2537,True,0.0,False,54.0,False
2538,True,3.0,True,17.0,False
2539,False,3.0,False,48.0,False
2540,False,1.0,False,40.0,False
2541,False,1.0,True,2.0,False
2542,False,1.0,False,32.0,False
2543,True,1.0,True,15.0,False
2544,True,,True,52.0,False
2545,False,1.0,False,16.0,False
2546,True,1.0,True,16.0,False
2547,True,1.0,True,16.0,True
2548,False,1.0,False,6.0,False
2549,True,3.0,False,10.0,False
2550,False,3.0,False,27.0,True
2551,True,0.0,False,45.0,False
2552,False,0.0,False,26.0,False
2553,False,3.0,False,29.0,False
2554,True,1.0,True,38.0,False
2555,True,1.0,False,19.0,False
2556,False,3.0,False,43.0,False
2557,False,1.0,False,15.0,False
2558,False,3.0,False,31.0,False
2559,False,3.0,False,52.0,False
2560,True,3.0,True,49.0,True
2561,True,1.0,False,29.0,False
2562,True,1.0,False,18.0,True
2563,True,3.0,True,41.0,False
2564,False,1.0,False,9.0,False
2565,False,1.0,True,27.0,False
2566,True,1.0,False,58.0,False
2567,False,1.0,False,39.0,False
2568,False,1.0,False,13.0,False
2569,True,0.0,True,36.0,False
2570,False,3.0,False,23.0,False
2571,True,1.0,True,24.0,False
2572,False,1.0,False,33.0,False
2573,False,1.0,True,18.0,False
2574,False,1.0,True,2.0,False
2575,True,1.0,True,0.0,False
2576,False,1.0,False,36.0,False
2577,False,1.0,False,15.0,False
2578,True,1.0,False,31.0,False
2579,True,1.0,False,42.0,False
2580,False,3.0,False,27.0,False
2581,True,1.0,False,36.0,False
2582,False,1.0,False,0.0,False
2583,False,1.0,True,3.0,False
2584,False,1.0,False,22.0,False
2585,False,1.0,False,56.0,False
2586,False,1.0,False,23.0,False
2587,False,3.0,False,25.0,False
2588,False,1.0,False,29.0,False
2589,False,1.0,False,17.0,False
2590,False,1.0,False,13.0,False
2591,True,3.0,False,35.0,True
2592,True,3.0,True,53.0,False
2593,False,1.0,False,24.0,False
2594,False,1.0,True,38.0,False
2595,True,0.0,True,21.0,False
2596,False,0.0,False,29.0,False
2597,True,1.0,False,46.0,False
2598,True,0.0,True,58.0,False
2599,True,1.0,False,53.0,False
2600,False,1.0,False,21.0,False
2601,False,1.0,True,27.0,False
2602,False,1.0,True,31.0,False
2603,True,0.0,True,23.0,True
2604,False,0.0,False,41.0,False
2605,False,0.0,False,29.0,False
2606,False,0.0,False,54.0,False
2607,True,0.0,False,43.0,False
2608,True,1.0,True,36.0,False
2609,True,1.0,False,48.0,False
2610,True,0.0,False,34.0,False
2611,False,0.0,False,42.0,False
2612,False,1.0,False,17.0,False
2613,False,1.0,False,22.0,False
2614,False,0.0,False,37.0,False
2615,True,0.0,True,38.0,False
2616,False,1.0,False,21.0,False
2617,True,,True,23.0,False
2618,False,0.0,False,27.0,False
2619,True,1.0,False,23.0,False
2620,False,1.0,False,19.0,False
2621,False,3.0,False,28.0,False
2622,False,1.0,False,33.0,False
2623,False,1.0,True,24.0,False
2624,True,1.0,True,0.0,False
2625,True,1.0,True,41.0,False
2626,False,1.0,True,19.0,False
